ano,sigla_uf,id_municipio,quantidade_vinculos_ativos,quantidade_vinculos_clt,quantidade_vinculos_estatutarios,natureza_estabelecimento,natureza_juridica,tamanho_estabelecimento,tipo_estabelecimento,indicador_cei_vinculado,indicador_pat,indicador_simples,indicador_rais_negativa,indicador_atividade_ano,cnae_1,cnae_2,cnae_2_subclasse,subsetor_ibge,subatividade_ibge,cep,bairros_sp,distritos_sp,bairros_fortaleza,bairros_rj,regioes_administrativas_df,nome_municipio
2021,SP,3502804,3,3,0,,4081,2,2,0,0,0,0,1,85162,86909,8690999,22,,16015090,9999,9999,,,,Araçatuba
2021,SP,3501608,3,3,0,,2240,2,1,0,0,0,0,1,85316,87115,8711502,21,,13478100,9999,9999,,,,Americana
2021,SP,3502804,3,3,0,,2062,2,1,0,0,1,0,1,85316,87115,8711502,21,,16015010,9999,9999,,,,Araçatuba
2021,SP,3507001,3,3,0,,2305,2,1,0,0,1,0,1,92614,93123,9312300,21,,18550000,9999,9999,,,,Boituva
2021,SP,3502804,3,3,0,,3999,2,1,0,0,0,0,1,92614,93123,9312300,21,,16018395,9999,9999,,,,Araçatuba
2021,SP,3511508,3,3,0,,2135,2,1,0,0,1,0,1,92614,93131,9313100,21,,18520000,9999,9999,,,,Cerquilho
2021,SP,3501608,3,3,0,,2062,2,1,0,1,1,0,1,92614,93131,9313100,21,,13478620,9999,9999,,,,Americana
2021,SP,3501608,3,3,0,,2062,2,1,0,0,1,0,1,92614,93131,9313100,21,,13468590,9999,9999,,,,Americana
2021,SP,3511508,3,3,0,,3999,2,1,0,0,0,0,1,91995,94308,9430800,21,,18520000,9999,9999,,,,Cerquilho
2021,SP,3522307,3,3,0,,3999,2,1,0,0,0,0,1,91995,94308,9430800,21,,18213615,9999,9999,,,,Itapetininga
2021,SP,3501608,3,3,0,,3220,2,1,0,0,0,0,1,91910,94910,9491000,21,,13467000,9999,9999,,,,Americana
2021,SP,3537800,3,3,0,,3220,2,1,0,0,0,0,1,91910,94910,9491000,21,,18170000,9999,9999,,,,Piedade
2021,SP,3501608,3,3,0,,3999,2,1,0,0,0,0,1,91995,94936,9493600,21,,13468570,9999,9999,,,,Americana
2021,SP,3501608,3,3,0,,3999,2,1,0,0,0,0,1,91995,94995,9499500,21,,13475010,9999,9999,,,,Americana
2021,SP,3524006,3,3,0,,2062,2,1,0,0,1,0,1,93017,96017,9601701,21,,13295000,9999,9999,,,,Itupeva
2021,SP,3502804,3,3,0,,2062,2,1,0,0,1,0,1,93017,96017,9601701,21,,16015505,9999,9999,,,,Araçatuba
2021,SP,3501608,3,3,0,,2305,2,1,0,0,1,0,1,93017,96017,9601701,21,,13465510,9999,9999,,,,Americana
2021,SP,3523909,3,3,0,,4081,2,2,0,0,0,0,1,93025,96025,9602501,21,,13310401,9999,9999,,,,Itu
2021,SP,3519709,3,3,0,,2305,2,1,0,0,1,0,1,93025,96025,9602501,21,,04513080,9999,9999,,,,Ibiúna
2021,SP,3501608,3,3,0,,2062,2,1,0,0,1,0,1,93025,96025,9602501,21,,13469092,9999,9999,,,,Americana
2021,SP,3540606,3,3,0,,2135,2,1,0,0,1,0,1,93033,96033,9603304,21,,18540000,9999,9999,,,,Porto Feliz
2021,SP,3511508,4,4,0,,4081,2,2,0,0,0,0,1,01139,01130,0113000,25,,18520000,9999,9999,,,,Cerquilho
2021,SP,3537800,4,4,0,,4120,2,2,0,0,0,0,1,01210,01211,0121101,25,,18170000,9999,9999,,,,Piedade
2021,SP,3519709,4,4,0,,4081,2,3,0,0,0,0,1,01210,01211,0121101,25,,18150000,9999,9999,,,,Ibiúna
2021,SP,3502804,4,4,0,,4120,2,2,0,0,0,0,1,01210,01211,0121101,25,,16010000,9999,9999,,,,Araçatuba
2021,SP,3537800,4,4,0,,4120,2,2,0,0,0,0,1,01210,01211,0121101,25,,18170000,9999,9999,,,,Piedade
2021,SP,3537800,4,4,0,,4081,2,2,0,0,0,0,1,01210,01211,0121101,25,,18170000,9999,9999,,,,Piedade
2021,SP,3519709,4,4,0,,4120,2,3,0,0,0,0,1,01210,01211,0121101,25,,18150000,9999,9999,,,,Ibiúna
2021,SP,3540606,4,4,0,,4120,2,2,0,0,0,0,1,01341,01326,0132600,25,,99999999,9999,9999,,,,Porto Feliz
2021,SP,3522307,4,4,0,,4120,2,2,0,0,0,0,1,01317,01334,0133404,25,,18200001,9999,9999,,,,Itapetininga
2021,SP,3502804,4,4,0,,2062,3,1,0,0,0,0,1,01414,01512,0151201,25,,16010080,9999,9999,,,,Araçatuba
2021,SP,3524006,4,4,0,,4120,2,3,0,0,0,0,1,01414,01512,0151201,25,,13295000,9999,9999,,,,Itupeva
2021,SP,3538006,4,4,0,,2135,2,2,0,0,0,0,1,01414,01512,0151201,25,,12400970,9999,9999,,,,Pindamonhangaba
2021,SP,3540606,4,4,0,,4120,2,2,0,0,0,0,1,01414,01512,0151201,25,,99999999,9999,9999,,,,Porto Feliz
2021,SP,3538006,4,4,0,,4081,2,2,0,0,0,0,1,01414,01512,0151202,25,,12404010,9999,9999,,,,Pindamonhangaba
2021,SP,3511508,4,4,0,,4081,2,2,0,0,0,0,1,01457,01555,0155505,25,,18520000,9999,9999,,,,Cerquilho
2021,SP,3502804,4,4,0,,2240,2,1,0,0,0,0,1,01619,01610,0161003,25,,16050185,9999,9999,,,,Araçatuba
2021,SP,3540606,4,4,0,,4120,2,2,0,0,0,0,1,02119,02101,0210101,25,,99999999,9999,9999,,,,Porto Feliz
2021,SP,3522307,4,4,0,,2062,2,1,0,0,1,0,1,14109,08100,0810006,1,,18200999,9999,9999,,,,Itapetininga
2021,SP,3501608,4,4,0,,2062,2,1,0,0,1,0,1,15814,10911,1091102,13,,13467110,9999,9999,,,,Americana
2021,SP,3501608,4,4,0,,2135,2,1,0,0,1,0,1,15814,10911,1091102,13,,13473291,9999,9999,,,,Americana
2021,SP,3508405,4,4,0,,2062,2,1,0,0,1,0,1,15814,10911,1091102,13,,13318000,9999,9999,,,,Cabreúva
2021,SP,3502804,4,4,0,,2305,2,1,0,0,1,0,1,15822,10929,1092900,13,,16025120,9999,9999,,,,Araçatuba
2021,SP,3538006,4,4,0,,2062,2,1,0,0,1,0,1,15890,10961,1096100,13,,12400230,9999,9999,,,,Pindamonhangaba
2021,SP,3511508,4,4,0,,2135,2,1,0,0,1,0,1,17710,13308,1330800,11,,99999999,9999,9999,,,,Cerquilho
2021,SP,3511508,4,4,0,,2062,2,1,0,0,1,0,1,18120,14126,1412601,11,,18520000,9999,9999,,,,Cerquilho
2021,SP,3501608,4,4,0,,2062,2,1,0,1,1,0,1,18120,14126,1412601,11,,13472300,9999,9999,,,,Americana
2021,SP,3502804,4,4,0,,2062,2,1,0,0,1,0,1,18120,14126,1412601,11,,16010400,9999,9999,,,,Araçatuba
2021,SP,3540606,4,4,0,,2062,2,1,0,0,1,0,1,18120,14126,1412601,11,,18540000,9999,9999,,,,Porto Feliz
2021,SP,3514304,4,4,0,,2135,2,1,0,0,1,0,1,20109,16102,1610203,7,,13590000,9999,9999,,,,Dourado
2021,SP,3524006,4,4,0,,2305,2,1,0,0,0,0,1,21326,17338,1733800,8,,13295000,9999,9999,,,,Itupeva
2021,SP,3524006,4,4,0,,2062,2,1,0,0,1,0,1,25224,22226,2222600,10,,13295000,9999,9999,,,,Itupeva
2021,SP,3501608,4,4,0,,2062,2,1,0,1,1,0,1,26492,23494,2349401,2,,13474771,9999,9999,,,,Americana
2021,SP,3501608,4,4,0,,2062,2,1,0,0,1,0,1,28126,25128,2512800,3,,13473660,9999,9999,,,,Americana
2021,SP,3524006,4,4,0,,2305,2,1,0,0,0,0,1,28924,25926,2592602,3,,13295000,9999,9999,,,,Itupeva
2021,SP,3501608,4,4,0,,2062,2,1,0,0,1,0,1,28991,25993,2599399,3,,13477570,9999,9999,,,,Americana
2021,SP,3522307,4,4,0,,2062,2,1,0,0,1,0,1,29319,28330,2833000,4,,18207760,9999,9999,,,,Itapetininga
2021,SP,3507001,4,4,0,,2062,2,1,0,0,1,0,1,29696,28691,2869100,4,,99999999,9999,9999,,,,Boituva
2021,SP,3501608,4,4,0,,2062,2,1,0,0,1,0,1,36110,31012,3101200,7,,13466230,9999,9999,,,,Americana
2021,SP,3502804,4,4,0,,2062,2,1,0,0,1,0,1,33928,33121,3312102,9,,16013230,9999,9999,,,,Araçatuba
2021,SP,3501608,4,4,0,,2062,2,1,0,0,1,0,1,29696,33210,3321000,4,,13476020,9999,9999,,,,Americana
2021,SP,3514304,4,4,0,,2038,2,1,0,0,0,0,1,41009,36006,3600601,14,,13590000,9999,9999,,,,Dourado
2021,SP,3502804,4,4,0,,2062,2,1,0,0,0,0,1,70106,41107,4110700,19,,16010310,9999,9999,,,,Araçatuba
2021,SP,3501608,4,4,0,,2062,2,1,0,0,1,0,1,45217,41204,4120400,15,,13465350,9999,9999,,,,Americana
2021,SP,3501608,4,4,0,,2062,2,1,0,0,0,0,1,45217,41204,4120400,15,,13477450,9999,9999,,,,Americana
2021,SP,3501608,4,4,0,,2062,2,1,0,0,0,0,1,45217,41204,4120400,15,,13468090,9999,9999,,,,Americana
2021,SP,3501608,4,4,0,,2305,2,1,0,0,1,0,1,45217,41204,4120400,15,,13477110,9999,9999,,,,Americana
2021,SP,3522307,4,4,0,,2062,2,1,0,0,1,0,1,45217,41204,4120400,15,,18213170,9999,9999,,,,Itapetininga
2021,SP,3502804,4,4,0,,2305,2,1,1,1,1,0,1,45217,41204,4120400,15,,16050647,9999,9999,,,,Araçatuba
2021,SP,3502804,4,4,0,,2062,2,1,1,0,0,0,1,45217,41204,4120400,15,,16015090,9999,9999,,,,Araçatuba
2021,SP,3501608,4,4,0,,2062,2,1,0,0,1,0,1,45411,43215,4321500,15,,13469571,9999,9999,,,,Americana
2021,SP,3501608,4,4,0,,2305,2,1,0,0,1,0,1,45420,43223,4322302,15,,13465590,9999,9999,,,,Americana
2021,SP,3508405,4,4,0,,2135,2,1,0,0,0,0,1,45500,43304,4330402,15,,13318000,9999,9999,,,,Cabreúva
2021,SP,3502804,4,4,0,,2062,2,1,0,0,1,0,1,45500,43304,4330404,15,,16010380,9999,9999,,,,Araçatuba
2021,SP,3501608,4,4,0,,2062,2,1,0,1,1,0,1,45500,43304,4330404,15,,13471400,9999,9999,,,,Americana
2021,SP,3522307,4,4,0,,2305,3,1,0,0,0,0,1,45128,43916,4391600,15,,18213330,9999,9999,,,,Itapetininga
2021,SP,3523909,4,4,0,,2305,2,1,0,0,0,0,1,45292,43991,4399199,15,,13310673,9999,9999,,,,Itu
2021,SP,3540606,4,4,0,,2305,2,1,0,0,1,0,1,45292,43991,4399199,15,,18540000,9999,9999,,,,Porto Feliz
2021,SP,3538006,4,4,0,,2135,2,1,0,0,1,0,1,50202,45200,4520001,16,,12414140,9999,9999,,,,Pindamonhangaba
2021,SP,3523909,4,4,0,,2305,2,1,0,0,0,0,1,50202,45200,4520001,16,,13326000,9999,9999,,,,Itu
2021,SP,3502804,4,4,0,,2135,2,1,0,0,1,0,1,50202,45200,4520002,16,,16016000,9999,9999,,,,Araçatuba
2021,SP,3507001,4,4,0,,2135,2,1,0,0,1,0,1,50202,45200,4520002,16,,99999999,9999,9999,,,,Boituva
2021,SP,3502804,4,4,0,,2135,2,1,0,0,1,0,1,50202,45200,4520007,16,,16071150,9999,9999,,,,Araçatuba
2021,SP,3502804,4,4,0,,2135,2,1,0,0,1,0,1,50300,45307,4530703,16,,16071003,9999,9999,,,,Araçatuba
2021,SP,3502804,4,4,0,,2305,2,1,0,0,1,0,1,50300,45307,4530703,16,,16025300,9999,9999,,,,Araçatuba
2021,SP,3502804,4,4,0,,2135,2,1,0,0,1,0,1,50300,45307,4530703,16,,16025020,9999,9999,,,,Araçatuba
2021,SP,3501608,4,4,0,,2062,2,1,0,0,0,0,1,50300,45307,4530703,16,,13469360,9999,9999,,,,Americana
2021,SP,3502804,4,4,0,,2062,2,1,0,0,1,0,1,50300,45307,4530703,16,,16072520,9999,9999,,,,Araçatuba
2021,SP,3537800,4,4,0,,2135,2,1,0,0,1,0,1,50300,45307,4530703,16,,18170000,9999,9999,,,,Piedade
2021,SP,3519709,4,4,0,,2062,2,1,0,0,1,0,1,50300,45307,4530703,16,,18150000,9999,9999,,,,Ibiúna
2021,SP,3501608,4,4,0,,2062,2,1,0,0,1,0,1,50300,45307,4530703,16,,13465040,9999,9999,,,,Americana
2021,SP,3502804,4,4,0,,2062,2,1,0,0,1,0,1,50300,45307,4530704,16,,16080661,9999,9999,,,,Araçatuba
2021,SP,3537800,4,4,0,,2062,2,1,0,0,1,0,1,50300,45307,4530705,16,,18170000,9999,9999,,,,Piedade
2021,SP,3524006,4,4,0,,2305,2,1,0,0,1,0,1,50300,45307,4530705,16,,13295000,9999,9999,,,,Itupeva
2021,SP,3502804,4,4,0,,2135,2,1,0,0,1,0,1,50415,45412,4541204,16,,16025600,9999,9999,,,,Araçatuba
2021,SP,3538006,4,4,0,,2135,2,1,0,0,1,0,1,50415,45412,4541206,16,,12403090,9999,9999,,,,Pindamonhangaba
2021,SP,3511508,4,4,0,,2062,2,1,0,0,1,0,1,51136,46133,4613300,17,,18520000,9999,9999,,,,Cerquilho
2021,SP,3502754,4,4,0,,2062,2,1,0,0,1,0,1,51322,46320,4632003,17,,18147000,9999,9999,,,,Araçariguama
2021,SP,3502804,4,4,0,,2062,2,1,0,0,0,0,1,51390,46397,4639701,17,,16050645,9999,9999,,,,Araçatuba
2021,SP,3524006,4,4,0,,2054,2,1,0,0,0,0,1,51390,46397,4639701,17,,13295000,9999,9999,,,,Itupeva
2021,SP,3501608,4,4,0,,2062,2,1,0,0,0,0,1,51411,46419,4641901,17,,13473000,9999,9999,,,,Americana
2021,SP,3511508,4,4,0,,2062,2,1,0,0,0,0,1,51411,46419,4641901,17,,18520000,9999,9999,,,,Cerquilho
2021,SP,3538006,4,4,0,,2135,2,1,0,0,1,0,1,51454,46443,4644302,17,,12400610,9999,9999,,,,Pindamonhangaba
2021,SP,3502903,4,4,0,,2305,2,1,0,0,0,0,1,51535,46796,4679604,17,,18190000,9999,9999,,,,Araçoiaba da Serra
2021,SP,3501608,4,4,0,,2062,2,1,0,0,1,0,1,51594,46893,4689399,17,,13467080,9999,9999,,,,Americana
2021,SP,3502804,4,4,0,,2062,2,1,0,1,1,0,1,52124,47113,4711302,16,,16026680,9999,9999,,,,Araçatuba
2021,SP,3537800,4,4,0,,2062,2,1,0,0,1,0,1,52132,47121,4712100,16,,18170000,9999,9999,,,,Piedade
2021,SP,3511508,4,4,0,,2135,2,1,0,0,1,0,1,52132,47121,4712100,16,,18520000,9999,9999,,,,Cerquilho
2021,SP,3507001,4,4,0,,2062,2,1,0,0,1,0,1,52132,47121,4712100,16,,99999999,9999,9999,,,,Boituva
2021,SP,3519709,4,4,0,,2135,2,1,0,0,1,0,1,52132,47121,4712100,16,,18150000,9999,9999,,,,Ibiúna
2021,SP,3522307,4,4,0,,2135,2,1,0,0,1,0,1,52132,47121,4712100,16,,18217000,9999,9999,,,,Itapetininga
2021,SP,3507001,4,4,0,,2062,2,1,0,0,1,0,1,52132,47121,4712100,16,,99999999,9999,9999,,,,Boituva
2021,SP,3523909,4,4,0,,2135,2,1,0,0,1,0,1,52159,47130,4713002,16,,13304650,9999,9999,,,,Itu
2021,SP,3519709,4,4,0,,2305,2,1,0,0,1,0,1,52159,47130,4713004,16,,18150000,9999,9999,,,,Ibiúna
2021,SP,3519709,4,4,0,,2062,2,1,0,0,1,0,1,52213,47211,4721102,16,,18150000,9999,9999,,,,Ibiúna
2021,SP,3502903,4,4,0,,2135,2,1,0,0,1,0,1,52230,47229,4722901,16,,18190000,9999,9999,,,,Araçoiaba da Serra
2021,SP,3502804,4,4,0,,2305,2,1,0,0,0,0,1,52230,47229,4722901,16,,16050190,9999,9999,,,,Araçatuba
2021,SP,3523909,4,4,0,,2062,2,1,0,0,0,0,1,52248,47237,4723700,16,,13300970,9999,9999,,,,Itu
2021,SP,3540606,4,4,0,,2135,2,1,0,0,1,0,1,52299,47245,4724500,16,,18540000,9999,9999,,,,Porto Feliz
2021,SP,3507001,4,4,0,,2062,2,1,0,0,0,0,1,52299,47296,4729602,16,,99999999,9999,9999,,,,Boituva
2021,SP,3502804,4,4,0,,2135,2,1,0,0,1,0,1,52299,47296,4729699,16,,16016010,9999,9999,,,,Araçatuba
2021,SP,3519709,4,4,0,,2062,2,1,0,0,1,0,1,52299,47296,4729699,16,,18150000,9999,9999,,,,Ibiúna
2021,SP,3502903,4,4,0,,2062,2,1,0,0,0,0,1,52299,47296,4729699,16,,18190000,9999,9999,,,,Araçoiaba da Serra
2021,SP,3501608,4,4,0,,2062,2,1,0,0,1,0,1,52299,47296,4729699,16,,13477710,9999,9999,,,,Americana
2021,SP,3538006,4,4,0,,2062,2,1,0,0,0,0,1,50504,47318,4731800,16,,12423010,9999,9999,,,,Pindamonhangaba
2021,SP,3502804,4,4,0,,2135,2,1,0,0,0,0,1,50504,47318,4731800,16,,16050190,9999,9999,,,,Araçatuba
2021,SP,3538006,4,4,0,,2062,2,1,0,0,0,0,1,50504,47318,4731800,16,,12403010,9999,9999,,,,Pindamonhangaba
2021,SP,3507001,4,4,0,,2062,2,1,0,0,0,0,1,50504,47318,4731800,16,,18550000,9999,9999,,,,Boituva
2021,SP,3528007,4,4,0,,2062,2,1,0,0,0,0,1,50504,47318,4731800,16,,17290000,9999,9999,,,,Macatuba
2021,SP,3501608,4,4,0,,2135,2,1,0,0,0,0,1,50504,47326,4732600,16,,13474140,9999,9999,,,,Americana
2021,SP,3537800,4,4,0,,2305,2,1,0,0,1,0,1,52442,47415,4741500,16,,18170000,9999,9999,,,,Piedade
2021,SP,3523909,4,4,0,,2062,2,1,0,0,1,0,1,52442,47440,4744001,16,,13313020,9999,9999,,,,Itu
2021,SP,3511508,4,4,0,,2062,2,1,0,0,1,0,1,52442,47440,4744001,16,,18520000,9999,9999,,,,Cerquilho
2021,SP,3501608,4,4,0,,2135,2,1,0,0,1,0,1,52442,47440,4744001,16,,13471790,9999,9999,,,,Americana
2021,SP,3537800,4,4,0,,2062,2,1,0,0,1,0,1,52442,47440,4744002,16,,18170000,9999,9999,,,,Piedade
2021,SP,3511508,4,4,0,,2062,2,1,0,0,1,0,1,52442,47440,4744002,16,,18520000,9999,9999,,,,Cerquilho
2021,SP,3508405,4,4,0,,2062,2,1,0,0,1,0,1,52442,47440,4744002,16,,13318000,9999,9999,,,,Cabreúva
2021,SP,3522307,4,4,0,,2305,2,1,0,0,1,0,1,52442,47440,4744005,16,,18207320,9999,9999,,,,Itapetininga
2021,SP,3507001,4,4,0,,2062,2,1,0,0,1,0,1,52442,47440,4744005,16,,99999999,9999,9999,,,,Boituva
2021,SP,3523909,4,4,0,,2305,2,1,0,0,1,0,1,52442,47440,4744005,16,,13306740,9999,9999,,,,Itu
2021,SP,3519709,4,4,0,,2062,2,1,0,0,1,0,1,52442,47440,4744005,16,,18150000,9999,9999,,,,Ibiúna
2021,SP,3502804,4,4,0,,2062,2,1,0,0,1,0,1,52442,47440,4744099,16,,16058535,9999,9999,,,,Araçatuba
2021,SP,3540606,4,4,0,,2305,2,1,0,0,1,0,1,52442,47440,4744099,16,,18540000,9999,9999,,,,Porto Feliz
2021,SP,3507001,4,4,0,,2062,2,1,0,0,1,0,1,52442,47440,4744099,16,,99999999,9999,9999,,,,Boituva
2021,SP,3519709,4,4,0,,2135,2,1,0,0,1,0,1,52442,47440,4744099,16,,18150000,9999,9999,,,,Ibiúna
2021,SP,3502804,4,4,0,,2305,2,1,0,0,1,0,1,52450,47512,4751202,16,,16025060,9999,9999,,,,Araçatuba
2021,SP,3501608,4,4,0,,2135,2,1,0,0,1,0,1,52450,47521,4752100,16,,13465519,9999,9999,,,,Americana
2021,SP,3501608,4,4,0,,2135,2,1,0,0,1,0,1,52434,47547,4754701,16,,13465320,9999,9999,,,,Americana
2021,SP,3522307,4,4,0,,2062,2,1,0,0,1,0,1,52434,47547,4754701,16,,18206420,9999,9999,,,,Itapetininga
2021,SP,3523909,4,4,0,,2305,2,1,0,0,1,0,1,52434,47547,4754701,16,,18540000,9999,9999,,,,Itu
2021,SP,3524006,4,4,0,,2135,2,1,0,0,0,0,1,52434,47547,4754701,16,,13295000,9999,9999,,,,Itupeva
2021,SP,3501608,4,4,0,,2305,2,1,0,0,1,0,1,52434,47547,4754701,16,,13465023,9999,9999,,,,Americana
2021,SP,3523909,4,4,0,,2062,2,1,0,1,1,0,1,52310,47555,4755503,16,,13313186,9999,9999,,,,Itu
2021,SP,3519709,4,4,0,,2135,2,1,0,0,1,0,1,52426,47563,4756300,16,,18150000,9999,9999,,,,Ibiúna
2021,SP,3502804,4,4,0,,2062,2,1,0,0,1,0,1,52434,47598,4759899,16,,16018470,9999,9999,,,,Araçatuba
2021,SP,3501608,4,4,0,,2135,2,1,0,0,1,0,1,52469,47610,4761003,16,,13465590,9999,9999,,,,Americana
2021,SP,3502804,4,4,0,,2062,2,1,0,0,1,0,1,52418,47717,4771701,16,,16015150,9999,9999,,,,Araçatuba
2021,SP,3501608,4,4,0,,2062,2,1,0,0,1,0,1,52418,47717,4771701,16,,13467110,9999,9999,,,,Americana
2021,SP,3528007,4,4,0,,2062,2,1,0,0,1,0,1,52418,47717,4771702,16,,17290000,9999,9999,,,,Macatuba
2021,SP,3502804,4,4,0,,2062,2,1,0,0,0,0,1,52418,47717,4771702,16,,16010410,9999,9999,,,,Araçatuba
2021,SP,3524006,4,4,0,,2062,2,1,0,0,1,0,1,52418,47717,4771702,16,,13295000,9999,9999,,,,Itupeva
2021,SP,3511508,4,4,0,,2135,2,1,0,0,1,0,1,52418,47717,4771704,16,,18520000,9999,9999,,,,Cerquilho
2021,SP,3519709,4,4,0,,2062,2,1,0,0,1,0,1,52493,47741,4774100,16,,18150000,9999,9999,,,,Ibiúna
2021,SP,3501608,4,4,0,,2062,2,1,0,0,1,0,1,52493,47741,4774100,16,,13468160,9999,9999,,,,Americana
2021,SP,3501608,4,4,0,,2062,2,1,0,0,0,0,1,52493,47741,4774100,16,,13465520,9999,9999,,,,Americana
2021,SP,3507001,4,4,0,,2062,2,1,0,0,1,0,1,52493,47741,4774100,16,,18550000,9999,9999,,,,Boituva
2021,SP,3519709,4,4,0,,2135,2,1,0,0,1,0,1,52493,47741,4774100,16,,18150000,9999,9999,,,,Ibiúna
2021,SP,3502804,4,4,0,,2062,2,1,0,0,1,0,1,52493,47741,4774100,16,,16026005,9999,9999,,,,Araçatuba
2021,SP,3501608,4,4,0,,2062,2,1,0,0,1,0,1,52329,47814,4781400,16,,13473200,9999,9999,,,,Americana
2021,SP,3519709,4,4,0,,2305,2,1,0,0,1,0,1,52329,47814,4781400,16,,18150000,9999,9999,,,,Ibiúna
2021,SP,3537800,4,4,0,,2062,2,1,0,0,1,0,1,52329,47814,4781400,16,,18170000,9999,9999,,,,Piedade
2021,SP,3501608,4,4,0,,2062,2,1,0,0,1,0,1,52329,47814,4781400,16,,13467150,9999,9999,,,,Americana
2021,SP,3501608,4,4,0,,2305,2,1,0,0,1,0,1,52329,47814,4781400,16,,13465660,9999,9999,,,,Americana
2021,SP,3537800,4,4,0,,2135,2,1,0,0,1,0,1,52329,47814,4781400,16,,18170000,9999,9999,,,,Piedade
2021,SP,3540606,4,4,0,,2135,2,1,0,0,1,0,1,52329,47814,4781400,16,,18540000,9999,9999,,,,Porto Feliz
2021,SP,3502804,4,4,0,,2062,2,1,0,0,0,0,1,52329,47814,4781400,16,,16026035,9999,9999,,,,Araçatuba
2021,SP,3519709,4,4,0,,2062,2,1,0,0,1,0,1,52329,47814,4781400,16,,18150000,9999,9999,,,,Ibiúna
2021,SP,3511508,4,4,0,,2062,2,1,0,0,1,0,1,52329,47814,4781400,16,,18520000,9999,9999,,,,Cerquilho
2021,SP,3502804,4,4,0,,2062,2,1,0,0,1,0,1,52329,47814,4781400,16,,16010410,9999,9999,,,,Araçatuba
2021,SP,3524006,4,4,0,,2062,2,1,0,0,0,0,1,52329,47814,4781400,16,,99999999,9999,9999,,,,Itupeva
2021,SP,3502804,4,4,0,,2305,2,1,0,0,1,0,1,52329,47814,4781400,16,,16025035,9999,9999,,,,Araçatuba
2021,SP,3540606,4,4,0,,2305,2,1,0,0,0,0,1,52337,47822,4782201,16,,18540000,9999,9999,,,,Porto Feliz
2021,SP,3524006,4,4,0,,2135,2,1,0,0,1,0,1,52337,47822,4782201,16,,13295000,9999,9999,,,,Itupeva
2021,SP,3523909,4,4,0,,2062,2,1,0,0,1,0,1,52493,47831,4783101,16,,13300003,9999,9999,,,,Itu
2021,SP,3538006,4,4,0,,2135,2,1,0,0,1,0,1,52477,47849,4784900,16,,12400970,9999,9999,,,,Pindamonhangaba
2021,SP,3538006,4,4,0,,2135,2,1,0,0,1,0,1,52507,47857,4785799,16,,12518080,9999,9999,,,,Pindamonhangaba
2021,SP,3502804,4,4,0,,2135,2,1,0,0,1,0,1,52493,47890,4789001,16,,16010300,9999,9999,,,,Araçatuba
2021,SP,3501608,4,4,0,,2062,2,1,0,0,1,0,1,52493,47890,4789002,16,,13478540,9999,9999,,,,Americana
2021,SP,3522307,4,4,0,,2135,2,1,0,0,0,0,1,52493,47890,4789003,16,,18200014,9999,9999,,,,Itapetininga
2021,SP,3519709,4,4,0,,2135,2,1,0,0,1,0,1,52493,47890,4789004,16,,18155970,9999,9999,,,,Ibiúna
2021,SP,3502804,4,4,0,,2135,2,1,0,0,1,0,1,52493,47890,4789004,16,,16013230,9999,9999,,,,Araçatuba
2021,SP,3519709,4,4,0,,2135,2,1,0,0,1,0,1,52493,47890,4789004,16,,18150000,9999,9999,,,,Ibiúna
2021,SP,3519709,4,4,0,,2135,2,1,0,0,1,0,1,52493,47890,4789005,16,,18150000,9999,9999,,,,Ibiúna
2021,SP,3519709,4,4,0,,2135,2,1,0,0,1,0,1,52426,47890,4789008,16,,18150000,9999,9999,,,,Ibiúna
2021,SP,3502804,4,4,0,,2062,2,1,0,0,1,0,1,52493,47890,4789099,16,,16025010,9999,9999,,,,Araçatuba
2021,SP,3522307,4,4,0,,2135,2,1,0,0,1,0,1,52493,47890,4789099,16,,18206420,9999,9999,,,,Itapetininga
2021,SP,3523909,4,4,0,,2062,2,1,0,0,1,0,1,52493,47890,4789099,16,,13309010,9999,9999,,,,Itu
2021,SP,3537800,4,4,0,,2135,2,1,0,0,1,0,1,52493,47890,4789099,16,,18170000,9999,9999,,,,Piedade
2021,SP,3523909,4,4,0,,2062,2,1,0,0,1,0,1,60267,49302,4930201,20,,13301452,9999,9999,,,,Itu
2021,SP,3524006,4,4,0,,2305,2,1,0,0,0,0,1,60267,49302,4930202,20,,13295000,9999,9999,,,,Itupeva
2021,SP,3511508,4,4,0,,2062,2,1,0,0,1,0,1,60267,49302,4930202,20,,99999999,9999,9999,,,,Cerquilho
2021,SP,3523909,4,4,0,,2062,2,1,0,0,0,0,1,60267,49302,4930202,20,,13304570,9999,9999,,,,Itu
2021,SP,3507001,4,4,0,,2135,2,1,0,0,1,0,1,63126,52117,5211799,20,,99999999,9999,9999,,,,Boituva
2021,SP,3501608,4,4,0,,2305,2,1,0,0,0,0,1,50202,52290,5229002,16,,13468574,9999,9999,,,,Americana
2021,SP,3501608,4,4,0,,2062,2,1,0,0,1,0,1,64122,53202,5320201,20,,13467600,9999,9999,,,,Americana
2021,SP,3502903,4,4,0,,2062,2,1,0,0,1,0,1,55131,55108,5510801,21,,18190000,9999,9999,,,,Araçoiaba da Serra
2021,SP,3523909,4,4,0,,2135,2,1,0,0,1,0,1,55131,55108,5510801,21,,13313110,9999,9999,,,,Itu
