nome_municipio,setor_cnae,nome_profissao,total_trabalhadores_clt,salario_medio
Macatuba,,Trabalhador Da Cultura De Cana-De-Açúcar,152,1826.05
Pindamonhangaba,,Ajudante De Motorista,152,1639.69
Itupeva,,Cozinheiro Geral,152,1905.66
Itupeva,,Jardineiro,152,1613.18
Americana,,Operador De Urdideira,151,2333.46
Itupeva,,Moldador De Plástico Por Injeção,151,2357.05
Itupeva,,Carregador (Armazém),151,1571.17
Itupeva,,Gerente De Loja E Supermercado,151,4957.49
Itu,,Supervisor De Vendas Comercial,151,5649.74
Pindamonhangaba,,Carregador (Veículos De Transportes Terrestres),150,4023.69
Cerquilho,,Instalador-Reparador De Equipamentos De Comutação Em Telefonia,150,2643.02
Americana,,Auxiliar De Lavanderia,150,1356.1
Americana,,Pintor De Estruturas Metálicas,149,2829.89
Americana,,"Eletricista De Manutenção De Linhas Elétricas, Telefônicas E De Comunicação De Dados",149,3671.31
Americana,,Auxiliar De Farmácia De Manipulação,149,1810.17
Boituva,,"Montador De Máquinas, Motores E Acessórios (Montagem Em Série)",148,2353.37
Piedade,,Trabalhador No Cultivo De Flores Em Vaso,148,2255.5
Cabreúva,,Assistente De Vendas,147,2816.78
Itapeva,,Cozinheiro Geral,147,1398.94
Boituva,,Montador De Equipamentos Eletrônicos,147,2416.4
Araçatuba,,Contínuo,147,1526.45
Itu,,Gerente De Produção E Operações,147,11295.68
Itu,,Conferente De Carga E Descarga,147,2329.09
Itu,,Analista De Desenvolvimento De Sistemas,147,5682.32
Itu,,Auxiliar De Logistica,147,1933.03
Araçariguama,,Montador De Estruturas Metálicas,146,1948.19
Itu,,Analista De Recursos Humanos,146,4048.52
Itapetininga,,"Embalador, A Mão",146,1322.81
Itapetininga,,Operador De Filatório,146,2038.02
Itapetininga,,"Mecânico De Manutenção De Automóveis, Motocicletas E Veículos Similares",146,2133.28
Cabreúva,,Trabalhador Da Avicultura De Corte,145,2013.35
Boituva,,Administrador,145,4804.54
Itupeva,,Gerente De Produção E Operações,145,11986.68
Itapetininga,,Gerente De Loja E Supermercado,145,3512.65
Itu,,Tecnólogo Em Logística De Transporte,145,4080.37
Araçatuba,,Marceneiro,145,2011.35
Araçatuba,,Garçom,145,1800.27
Americana,,Auxiliar De Faturamento,145,2860.82
Americana,,Estoquista,144,1949.79
Itupeva,,Mecânico De Manutenção De Aparelhos De Levantamento,144,5082.72
Itapetininga,,Desossador,144,1616.22
Araçoiaba da Serra,,Cuidador Em Saúde,144,1297.2
Ibiúna,,Ajudante De Motorista,143,1612.94
Dourado,,Recreador,143,1533.48
Macatuba,,Trabalhador Do Acabamento De Artefatos De Tecidos E Couros,142,1766.61
Itapetininga,,Comerciante Varejista,142,1786.06
Americana,,Zelador De Edifício,142,2396.56
Araçatuba,,Trabalhador Da Pecuária (Bovinos Corte),142,1746.32
Araçoiaba da Serra,,Assistente Administrativo,142,2376.7
Itu,,Montador De Estruturas Metálicas,142,2769.82
Boituva,,Analista De Pesquisa De Mercado,142,4580.31
Boituva,,Auxiliar Nos Serviços De Alimentação,141,1519.97
Itapeva,,Açougueiro,141,1622.11
Pindamonhangaba,,Vigia,141,1796.54
Itu,,Apontador De Produção,140,3811.51
Cabreúva,,"Operador De Extrusora (Química, Petroquímica E Afins)",140,3548.21
Americana,,Contramestre De Tecelagem (Indústria Têxtil),140,4447.77
Araçatuba,,Gerente De Loja E Supermercado,139,4328.93
Itapetininga,,Enfermeiro,139,4334.92
Araçatuba,,Gerente De Vendas,139,7134.72
Itapeva,,Frentista,139,1842.77
Americana,,Montador De Móveis E Artefatos De Madeira,138,2883.03
Americana,,Varredor De Rua,138,1961.24
Pindamonhangaba,,Técnico De Planejamento De Produção,138,5457.08
Araçatuba,,Contador,137,5257.16
Itupeva,,Repositor De Mercadorias,137,1678.31
Porto Feliz,,Tratorista Agrícola,137,2147.07
Americana,,Técnico De Suporte Ao Usuário De Tecnologia Da Informação,137,2155.79
Americana,,Mestre (Construção Civil),137,3725.04
Americana,,Operador De Centro De Usinagem Com Comando Numérico,136,3304.39
Araçoiaba da Serra,,Operador De Caixa,136,1728.37
Cabreúva,,Motorista De Furgão Ou Veículo Similar,136,3500.6
Pindamonhangaba,,Técnico De Garantia Da Qualidade,136,5759.08
Boituva,,"Recepcionista, Em Geral",136,1457.88
Araçatuba,,Analista De Suporte Computacional,136,3089.28
Itapeva,,Almoxarife,135,1832.2
Ibiúna,,Masseiro (Massas Alimentícias),134,2073.6
Pindamonhangaba,,Atendente De Farmácia - Balconista,134,1883.18
Boituva,,Tecnólogo Em Logística De Transporte,134,4214.57
Araçatuba,,Sócioeducador,134,5226.03
Porto Feliz,,Operador De Empilhadeira,134,3072.22
Itu,,Encarregado De Acabamento De Chapas E Metais  (Têmpera),134,4967.74
Itapeva,,Atendente De Lanchonete,133,1375.86
Itupeva,,Contador,133,6870.08
Itapeva,,Enfermeiro,133,5649.5
Araçatuba,,Auxiliar De Desenvolvimento Infantil,133,1353.25
Itu,,Montador De Máquinas,133,3467.79
Americana,,Técnico De Garantia Da Qualidade,133,4919.29
Americana,,Analista De Pesquisa De Mercado,133,3839.66
Boituva,,Vigia,132,1728.86
Araçoiaba da Serra,,Auxiliar De Escritório,131,1862.54
Porto Feliz,,Auxiliar Nos Serviços De Alimentação,131,1699.26
Itapetininga,,Soldador,131,2437.29
Americana,,Operador De Filatório,130,1791.76
Itu,,Monitor De Transporte Escolar,130,1015.5
Cerquilho,,Revisor De Tecidos Acabados,130,2155.51
Cabreúva,,Conferente De Carga E Descarga,130,2631.15
Araçatuba,,Trabalhador Da Manutenção De Edificações,130,1956.74
Araçariguama,,Vendedor De Comércio Varejista,130,2287.01
Pindamonhangaba,,Operador De Ponte Rolante,129,4668.85
Itapetininga,,Motorista De Ônibus Rodoviário,129,2585.23
Araçariguama,,"Mecânico De Manutenção De Máquinas, Em Geral",128,3719.67
Itapetininga,,Eletricista De Manutenção Eletroeletrônica,128,4812.87
Ibiúna,,Frentista,127,1968.35
Pindamonhangaba,,Técnico Em Segurança Do Trabalho,127,4522.14
Pindamonhangaba,,Eletricista De Instalações,127,2601.8
Itupeva,,Frentista,127,2133.16
Itu,,Motorista De Carro De Passeio,127,2111.19
Pindamonhangaba,,Controlador De Entrada E Saída,127,2104.68
Piedade,,"Mecânico De Manutenção De Máquinas, Em Geral",127,1263.33
Pindamonhangaba,,Motorista De Furgão Ou Veículo Similar,126,2010.72
Araçatuba,,Gerente De Produção E Operações,126,5206.98
Cabreúva,,Carregador (Armazém),126,1721.14
Araçariguama,,Auxiliar De Logistica,126,1875.87
Cerquilho,,Repositor De Mercadorias,126,1615.61
Porto Feliz,,Vigia,126,2250.82
Porto Feliz,,Montador De Máquinas,125,4610.7
Porto Feliz,,"Operador De Máquinas Fixas, Em Geral",125,2413.27
Itapetininga,,Escriturário De Banco,125,7660.2
Itu,,Oleiro (Fabricação De Tijolos),124,1873.21
Itu,,Analista De Suporte Computacional,124,3993.33
Ibiúna,,Trabalhador Da Manutenção De Edificações,124,1799.27
Araçatuba,,Conferente De Carga E Descarga,122,2100.09
Araçatuba,,Auxiliar De Manutenção Predial,122,1805.43
Araçatuba,,Estoquista,122,1775.03
Itu,,Operador De Usinagem Convencional Por Abrasão,122,5693.15
Araçatuba,,Eletricista De Instalações,122,2283.54
Araçariguama,,Técnico Em Manutenção De Máquinas,121,6942.28
Itu,,Auxiliar De Manutenção Predial,121,1902.85
Cabreúva,,Vigia,121,2444.59
Ibiúna,,Porteiro De Edifícios,121,1926.59
Cerquilho,,Trabalhador Volante Da Agricultura,120,1411.24
Cabreúva,,Professor De Nível Médio Na Educação Infantil,120,4146.58
Itu,,Jardineiro,120,1697.57
Itu,,Farmacêutico,120,4049.1
Itu,,Recepcionista De Consultório Médico Ou Dentário,120,1469.3
Pindamonhangaba,,Montador De Estruturas Metálicas,120,1695.74
Itupeva,,Porteiro De Edifícios,119,2136.39
Americana,,Cuidador De Idosos,119,1694.31
Araçatuba,,Professor De Nível Médio No Ensino Fundamental,119,3081.31
Itupeva,,"Recepcionista, Em Geral",118,1699.63
Araçatuba,,Desenvolvedor De Sistemas De Tecnologia Da Informação (Técnico),118,3509.03
Dourado,,Trabalhador Agropecuário Em Geral,118,1785.26
Pindamonhangaba,,Auxiliar De Contabilidade,118,2255.9
Itapeva,,"Mecânico De Manutenção De Automóveis, Motocicletas E Veículos Similares",117,1926.76
Americana,,Revisor De Tecidos Crus,117,2002.15
Cerquilho,,"Costureiro, A  Máquina  Na Confecção Em Série",117,1437.19
Ibiúna,,"Recepcionista, Em Geral",116,1498.27
Macatuba,,Operador De Equipamentos De Refinação De Açúcar (Processo Contínuo),116,2442.93
Araçariguama,,Conferente De Carga E Descarga,116,2263.52
Pindamonhangaba,,Técnico De Laboratório Industrial,116,5860.62
Pindamonhangaba,,Padeiro,116,1746.86
Americana,,Ajustador Mecânico,116,3652.96
Cerquilho,,Mecânico De Manutenção De Máquinas Têxteis,116,3056.49
Itupeva,,Motorista De Furgão Ou Veículo Similar,116,2267.52
Itupeva,,Comprador,116,5058.09
Ibiúna,,Trabalhador Agropecuário Em Geral,116,1453.78
Cabreúva,,Cozinheiro Geral,115,1411.44
Itu,,Ferramenteiro,115,5593.29
Cabreúva,,Trabalhador De Serviços De Limpeza E Conservação De Áreas Públicas,115,1654.84
Araçatuba,,Supervisor De Cobrança,115,2247.23
Araçatuba,,"Operador De Máquinas Fixas, Em Geral",115,2230.5
Cerquilho,,"Operador De Máquinas Fixas, Em Geral",114,2755.49
Itu,,Expedidor De Mercadorias,114,2737.72
Itapetininga,,Gerente Comercial,114,3708.78
Macatuba,,Vendedor De Comércio Varejista,114,1572.08
Pindamonhangaba,,Administrador,114,4842.99
Pindamonhangaba,,Fundidor De Metais,114,5751.06
Piedade,,Assistente Administrativo,114,1974
Americana,,Cozinheiro Industrial,113,1874.77
Araçariguama,,Operador De Caixa,113,1813.19
Pindamonhangaba,,Gerente De Loja E Supermercado,113,3744.61
Americana,,Trabalhador De Serviços De Limpeza E Conservação De Áreas Públicas,113,1471.76
Porto Feliz,,Operador De Máquina De Cortar E Dobrar Papelão,113,3141.69
Itapetininga,,Recepcionista De Consultório Médico Ou Dentário,113,1376.85
Ibiúna,,Auxiliar Nos Serviços De Alimentação,113,1530.01
Itupeva,,Gerente Administrativo,113,7483.99
Itu,,Operador De Máquinas-Ferramenta Convencionais,113,3174.89
Boituva,,Açougueiro,112,1968.9
Cerquilho,,"Mecânico De Manutenção De Máquinas, Em Geral",112,2907.22
Itapetininga,,Operador Polivalente Da Indústria Têxtil,112,2009.42
Araçatuba,,Fisioterapeuta Geral,112,3141.53
Ibiúna,,Cozinheiro Geral,112,1704.7
Cabreúva,,Controlador De Entrada E Saída,112,1818.63
Cabreúva,,Supervisor Administrativo,111,4469.81
Americana,,Recreador,111,1657.95
Piedade,,Repositor De Mercadorias,111,1560.51
Americana,,Técnico Eletrônico,111,3417.87
Itapetininga,,Padeiro,111,1780.49
Porto Feliz,,Preparador De Máquinas-Ferramenta,111,3184.8
Americana,,Vigilante,111,2528.19
Americana,,Operador De Retorcedeira,111,1703.8
Itu,,Supervisor De Telemarketing E Atendimento,111,3425.45
Pindamonhangaba,,Professor De Ensino Superior Na Área De Pesquisa Educacional,111,2938.32
Americana,,Prensista (Operador De Prensa),111,3760.46
Itupeva,,Conferente De Carga E Descarga,111,2111.14
Itu,,Camareiro  De Hotel,110,1472.71
Itapeva,,Vigia,110,1856.64
Americana,,Encanador,110,2745.34
Araçatuba,,Padeiro,110,2271.4
Itapeva,,Trabalhador Da Manutenção De Edificações,110,1542.32
Itapetininga,,Administrador,109,4135.73
Araçariguama,,Trabalhador Da Manutenção De Edificações,109,1692.05
Araçatuba,,Auxiliar Em Saúde Bucal,109,1712.09
Itu,,Trabalhador Da Elaboração De Pré-Fabricados (Concreto Armado),109,2927.59
Itapetininga,,Serrador De Madeira,109,1566.47
Americana,,Operador De Torno Com Comando Numérico,109,3414.99
Cerquilho,,Ajudante De Motorista,109,1536.39
Araçoiaba da Serra,,Vigilante,109,2784.58
Araçatuba,,Copeiro,109,1519.14
Americana,,Tecnólogo Em Logística De Transporte,108,2700.36
Itapetininga,,Garçom,108,1427.97
Americana,,Operador De Máquina De Lavar Fios E Tecidos,108,2241.59
Boituva,,Operador De Máquina De Fabricação De Cosméticos,108,2050.26
Itu,,Escriturário De Banco,108,8862.4
Araçatuba,,Mestre (Construção Civil),108,3133.89
Itapeva,,Professor De Ensino Superior Na Área De Didática,108,2326.58
Itapetininga,,Supervisor Da Área Florestal,107,3398.82
Itu,,Vigilante,107,2745.41
Ibiúna,,Operador De Empilhadeira,107,3272.43
Americana,,Técnico De Vendas,107,5956.63
Pindamonhangaba,,Armazenista,107,2456.45
Araçatuba,,Eletricista De Manutenção Eletroeletrônica,107,4574.2
Itupeva,,Analista De Recursos Humanos,106,4283.91
Itupeva,,Tecnólogo Em Logística De Transporte,106,2926.52
Porto Feliz,,Repositor De Mercadorias,106,1609.81
Itu,,Carregador (Armazém),106,1656.01
Itupeva,,Trabalhador De Serviços De Limpeza E Conservação De Áreas Públicas,106,2323.96
Pindamonhangaba,,Trabalhador Da Manutenção De Edificações,106,1777.45
Porto Feliz,,Inspetor De Qualidade,106,3474.89
Cerquilho,,Galvanizador,105,5021.36
Americana,,Pintor De Obras,105,1892.83
Araçatuba,,Coletor De Lixo Domiciliar,105,1769.85
Boituva,,Supervisor De Vendas Comercial,105,5002.96
Dourado,,Operador De Máquinas-Ferramenta Convencionais,105,3144.14
Pindamonhangaba,,Assistente De Vendas,105,2154.72
Boituva,,Cozinheiro Geral,104,1740.19
Itu,,Auxiliar De Pessoal,104,2094.11
Pindamonhangaba,,Professor De Educação Física Do Ensino Fundamental,104,3586.44
Itupeva,,Montador De Estruturas Metálicas,104,2284.61
Americana,,Auxiliar De Pessoal,104,2289.39
Americana,,Gerente De Restaurante,104,3114.43
Pindamonhangaba,,Gerente Comercial,104,7079.96
Itapetininga,,Ceramista,103,1815.37
Ibiúna,,Trabalhador Volante Da Agricultura,103,1573.46
Itu,,Vendedor Em Domicílio,103,3139.59
Pindamonhangaba,,Contador,103,7384.45
Itupeva,,"Operador De Produção (Química, Petroquímica E Afins)",103,5439.49
Americana,,Padeiro,103,2278.88
Americana,,Auxiliar De Manutenção Predial,103,1891.34
Araçariguama,,"Operador De Máquinas Fixas, Em Geral",102,2715.51
Dourado,,Motorista De Caminhão (Rotas Regionais E Internacionais),102,2352.18
Itapetininga,,Assistente De Vendas,102,1784.3
Americana,,Secretária(O) Executiva(O),102,3290.57
Araçatuba,,Secretária(O) Executiva(O),102,1997.68
Dourado,,Auxiliar De Escritório,102,1807.85
Americana,,Analista Financeiro (Instituições Financeiras),102,3723.16
Pindamonhangaba,,"Embalador, A Mão",101,1436.26
Itupeva,,Vendedor Em Comércio Atacadista,101,3932.91
Pindamonhangaba,,Supervisor De Vendas Comercial,101,4254.92
Itu,,Analista De Pesquisa De Mercado,101,3340.31
Americana,,Trabalhador Volante Da Agricultura,101,1735.46
Itapetininga,,Operador De Colhedor Florestal,101,4207.95
Cerquilho,,Expedidor De Mercadorias,101,1666.39
Araçatuba,,Professor De Nível Superior Do Ensino Fundamental (Primeira A Quarta Série),101,2787.62
Pindamonhangaba,,Montador De Máquinas,100,2972.02
Cabreúva,,Soldador,100,3063.76
Americana,,Auxiliar Em Saúde Bucal,100,1967.07
Ibiúna,,Açougueiro,100,2124.02
Pindamonhangaba,,Auxiliar De Desenvolvimento Infantil,100,1431.61
Boituva,,Gerente Administrativo,100,6699.56
Itu,,Controlador De Entrada E Saída,100,1927.79
Americana,,Fiscal De Loja,99,1964.49
Americana,,Jardineiro,99,1932.56
Cabreúva,,Atendente De Lojas E Mercados,99,1678.13
Araçariguama,,Repositor De Mercadorias,99,1501.29
Itu,,Preparador De Sucata E Aparas,99,1797.85
Macatuba,,Alimentador De Linha De Produção,99,1832.85
Itupeva,,Administrador,99,4594.43
Itupeva,,Soldador,98,2638.61
Macatuba,,Costureiro Na Confecção Em Série,98,1413.67
Itapetininga,,Vigilante,98,2784.44
Pindamonhangaba,,Farmacêutico,98,3875.26
Piedade,,Frentista,98,2034.09
Itapeva,,"Mecânico De Manutenção De Máquinas, Em Geral",98,2742.37
Porto Feliz,,"Montador De Máquinas, Motores E Acessórios (Montagem Em Série)",98,2212.58
Charqueada,,Motorista De Caminhão (Rotas Regionais E Internacionais),98,2641.72
Americana,,Auxiliar Geral De Conservação De Vias Permanentes (Exceto Trilhos),98,1433.35
Itapeva,,Ajudante De Motorista,98,1535.45
Araçariguama,,Ajudante De Motorista,97,2171.81
Araçatuba,,Técnico Em Secretariado,97,1777.37
Boituva,,Analista De Recursos Humanos,97,5223.05
Itu,,Colchoeiro (Confecção De Colchões),97,2086.56
Macatuba,,Ajudante De Confecção,97,1262.23
Americana,,Desenhista Industrial Gráfico (Designer Gráfico),97,2933.29
Itapeva,,Atendente De Farmácia - Balconista,96,2114.94
Araçoiaba da Serra,,Motorista De Caminhão (Rotas Regionais E Internacionais),96,2201.67
Itupeva,,Gerente De Vendas,96,11529.73
Boituva,,Apontador De Produção,95,2686.13
Itapeva,,Supervisor Administrativo,95,3880.73
Itupeva,,Operador De Centro De Usinagem Com Comando Numérico,95,6666.4
Americana,,Operador De Máquina De Fundição,95,5170.86
Itu,,Cableador,95,3231.59
Itupeva,,Controlador De Entrada E Saída,95,2414.67
Araçariguama,,Almoxarife,95,2854.52
Boituva,,Economista Do Setor Público,94,5171.9
Itupeva,,Estoquista,94,2011.64
Itapetininga,,"Eletricista De Manutenção De Linhas Elétricas, Telefônicas E De Comunicação De Dados",94,3334.6
Itu,,Técnico Em Segurança Do Trabalho,94,4579.35
Ibiúna,,Técnico De Enfermagem,94,2015.52
Americana,,Instrutor De Aprendizagem E Treinamento Industrial,93,4621.26
Itu,,Tratorista Agrícola,93,1906.7
Itupeva,,Armazenista,93,2233.73
Itapetininga,,Vendedor Em Comércio Atacadista,93,2900.66
Itapeva,,Trabalhador No Cultivo De Árvores Frutíferas,93,1402.37
Itapetininga,,Apontador De Produção,93,3066.22
Pindamonhangaba,,"Mecânico De Manutenção De Automóveis, Motocicletas E Veículos Similares",93,2153.12
Itu,,Forneiro (Materiais De Construção),93,2347.22
Pindamonhangaba,,Escriturário De Banco,93,7945.99
Americana,,Alvejador (Tecidos),93,2317.44
Charqueada,,Auxiliar De Escritório,93,1614.62
Cerquilho,,Operador De Empilhadeira,93,2296.39
Americana,,Montador De Máquinas,93,3309.53
Araçatuba,,Auxiliar De Serviços Jurídicos,93,1847.48
Itu,,Técnico Em Atendimento E Vendas,93,5808.46
Itapetininga,,Farmacêutico,93,3920.41
Boituva,,Assistente De Vendas,92,2048.7
Boituva,,Frentista,92,2021.89
Itupeva,,Ajustador Mecânico,92,5774.98
Ibiúna,,Conferente De Carga E Descarga,92,1989.9
Dourado,,Marceneiro,92,2606.61
Itupeva,,Professor De Nível Superior Do Ensino Fundamental (Primeira A Quarta Série),92,3311.44
Itapetininga,,Motorista De Ônibus Urbano,92,2410.27
Itupeva,,Enfermeiro,92,4132.87
Araçatuba,,Motorista De Ônibus Urbano,92,1485.75
Ibiúna,,Gerente Administrativo,92,4790.28
Araçatuba,,Gerente De Contas - Pessoa Física E Jurídica,91,6964.92
Charqueada,,Alimentador De Linha De Produção,91,1801.68
Charqueada,,Vendedor De Comércio Varejista,91,1714.79
Pindamonhangaba,,Guarda-Civil Municipal,91,4561.36
Americana,,Coletor De Lixo Domiciliar,91,2278.27
Boituva,,Operador De Máquinas Operatrizes,90,2723.88
Itu,,Montador De Equipamentos Elétricos (Transformadores),90,2503.91
Boituva,,Trabalhador Agropecuário Em Geral,90,1692.23
Itu,,Professor De Ensino Superior Na Área De Didática,90,6052.64
Pindamonhangaba,,Fiscal De Loja,90,1945.09
Americana,,Coordenador Pedagógico,90,4587.88
Itapetininga,,Motofretista,90,1646.25
Americana,,Vendedor Em Domicílio,90,3040.54
Araçatuba,,Técnico De Suporte Ao Usuário De Tecnologia Da Informação,90,2038.97
Araçariguama,,Frentista,90,1957.86
Americana,,Analista De Negócios,89,4297.69
Itu,,Preparador De Máquinas-Ferramenta,89,3347.7
Americana,,Promotor De Vendas Especializado,89,2547.8
Porto Feliz,,Auxiliar De Enfermagem,89,2694.79
Araçariguama,,Operador De Aciaria (Recebimento De Gusa),89,3503.97
Ibiúna,,Supervisor De Produção Da Indústria Alimentícia,89,5821.32
Araçatuba,,Caixa De Banco,89,2579.16
Boituva,,Auxiliar De Contabilidade,89,2335.47
Boituva,,Contador,89,6342.23
Cerquilho,,Passador De Roupas Em Geral,89,1487.13
Araçatuba,,"Eletricista De Manutenção De Linhas Elétricas, Telefônicas E De Comunicação De Dados",89,3976.83
Americana,,Operador De Máquina De Dobrar Chapas,89,2703.64
Itupeva,,Açougueiro,88,2234.78
Araçatuba,,Auxiliar De Faturamento,88,2234.85
