nome_municipio,nome_profissao,total_trabalhadores,salario_medio
Pindamonhangaba,Montador De Máquinas-Ferramentas (Usinagem De Metais),1,2214.45
Macatuba,Ajudante De Motorista,1,1500
Piedade,Supervisor De Orçamento,1,2995.47
Pindamonhangaba,Trabalhador Da Fabricação De Resinas E Vernizes,1,2895.55
Pindamonhangaba,Salva-Vidas,1,1382.96
Pindamonhangaba,Professor De Administração,1,1780.72
Pindamonhangaba,Administrador De Edifícios,1,2512.86
Macatuba,Professor De Língua Inglesa,1,1254.16
Piedade,Operador De Telemarketing Ativo,1,1890.03
Pindamonhangaba,Operador De Câmaras Frias,1,1911.36
Macatuba,Operador De Máquina De Fabricação De Cosméticos,1,1613.63
Piedade,Técnico De Manutenção Eletrônica,1,2038.28
Pindamonhangaba,"Operador De Máquina De Usinagem Madeira, Em Geral",1,2017.96
Piedade,"Pintor, A  Pistola (Exceto Obras E Estruturas Metálicas)",1,1698.65
Piedade,Auxiliar Geral De Conservação De Vias Permanentes (Exceto Trilhos),1,1566.48
Pindamonhangaba,"Macheiro, A  Máquina",1,1601.96
Piedade,Cronometrista,1,1661.59
Pindamonhangaba,Magarefe,1,2245.3
Macatuba,Estoquista,1,1612.13
Pindamonhangaba,Operador De Equipamentos De Preparação De Areia,1,1722.01
Macatuba,Advogado,1,1741.96
Macatuba,Tabelião De Protestos,1,1329.05
Piedade,Garagista,1,1665.6
Piedade,Operador De Trator De Lâmina,1,2567.58
Piedade,Professor De Língua Portuguesa,1,1362.27
Macatuba,Funileiro De Veículos (Reparação),1,2754.82
Macatuba,Supervisor De Exploração Agropecuária,1,2436.17
Piedade,Técnico De Saneamento,1,1613.42
Pindamonhangaba,Produtor Cinematográfico,1,1293.89
Piedade,Impressor De Ofsete (Plano E Rotativo),1,1484.98
Piedade,Impressor De Corte E Vinco,1,1484.85
Macatuba,Analista De Planejamento De Manutenção,1,2929
Pindamonhangaba,Masseiro (Massas Alimentícias),1,1279.05
Pindamonhangaba,Operador De Máquinas De Beneficiamento De Produtos Agrícolas,1,1514
Pindamonhangaba,Laboratorista Fotográfico,1,1171.55
Piedade,Auxiliar Técnico Em Laboratório De Farmácia,1,1540.66
Piedade,Costureira De Peças Sob Encomenda,1,1433.03
Macatuba,Gerente De Recursos Humanos,1,4309.92
Pindamonhangaba,Reparador De Aparelhos Eletrodomésticos (Exceto Imagem E Som),1,1514
Pindamonhangaba,Inspetor De Serviços De Transportes Rodoviários (Passageiros E Cargas),1,1684.39
Pindamonhangaba,Montador De Equipamentos Elétricos,1,1479.27
Pindamonhangaba,Porteiro (Hotel),1,1313.53
Piedade,Professor De Química No Ensino Médio,1,775.15
Macatuba,Encarregado De Costura Na Confecção Do Vestuário,1,2659.23
Pindamonhangaba,Pesquisador De Engenharia Civil,1,1130.55
Pindamonhangaba,"Técnico Em Materiais, Produtos Cerâmicos E Vidros",1,1038.48
Macatuba,Operador De Estação De Tratamento De Água E Efluentes,1,2335.09
Piedade,Médico Anestesiologista,1,19064.22
Pindamonhangaba,"Engenheiro Químico (Mineração, Metalurgia, Siderurgia, Cimenteira E Cerâmica)",1,20598.96
Pindamonhangaba,Engenheiro Eletrônico De Manutenção,1,16069.9
Piedade,Médico Cardiologista,1,12144.1
Pindamonhangaba,Administrador Em Segurança Da Informação,1,19678.34
Americana,Operador De Máquinas Do Acabamento De Couros E Peles,1,2041.59
Piedade,Professor De Geografia No Ensino Médio,1,454.09
Pindamonhangaba,Professor De Nível Médio No Ensino Profissionalizante,1,360.51
Americana,Marinheiro De Esporte E Recreio,1,2759.42
Araçariguama,Revisor De Tecidos Acabados,1,1988.86
Araçariguama,Lixador De Couros E Peles,1,2093.02
Porto Feliz,"Trabalhador De Extração Florestal, Em Geral",1,1927.89
Araçariguama,Operador De Máquina De Envasar Líquidos,1,2493.51
Araçoiaba da Serra,Supervisor De Contas A Pagar,1,2480.85
Araçatuba,Inspetor De Terraplenagem,1,2136.34
Araçatuba,Cozinheiro Do Serviço Doméstico,1,0
Araçoiaba da Serra,Encarregado De Equipe De Conservação De Vias Permanentes (Exceto Trilhos),1,7099.33
Araçatuba,Engenheiro Cartógrafo,1,7028.81
Porto Feliz,Operador De Impermeabilizador De Tecidos,1,1832.23
Araçoiaba da Serra,Gerente De Infraestrutura De Tecnologia Da Informação,1,9169
Araçoiaba da Serra,Operador Eletromecânico,1,7882.43
Araçoiaba da Serra,Engenheiro Mecânico,1,8818.62
Araçatuba,Diretor De Programas De Televisão,1,7064.06
Araçoiaba da Serra,Médico Ortopedista E Traumatologista,1,7596.01
Araçatuba,Médico Legista,1,5612.56
Araçatuba,Pesquisador De Engenharia Elétrica E Eletrônica,1,7000
Araçoiaba da Serra,Inspetor De Estamparia (Produção Têxtil),1,4842.65
Porto Feliz,Condutor De Máquinas,1,1960.42
Araçatuba,Diretor De Operações Comerciais (Comércio Atacadista E Varejista),1,42548.51
Araçatuba,Diretor De Operações De Obras Pública E Civil,1,6433.57
Porto Feliz,Motorista De Ônibus Rodoviário,1,2203.56
Araçatuba,Modelador De Metais (Fundição),1,5575.72
Araçatuba,Mestre De Caldeiraria,1,6723.68
Araçatuba,Engenheiro De Pesca,1,5202.53
Araçoiaba da Serra,Professor De Nível Superior Do Ensino Fundamental (Primeira A Quarta Série),1,3616.9
Araçatuba,Mestre De Pintura (Tratamento De Superfícies),1,4044.05
Araçoiaba da Serra,Técnico De Painel De Controle,1,3910.37
Araçatuba,Supervisor  (Indústria De Calçados E Artefatos De Couro),1,3488.82
Araçoiaba da Serra,Cronoanalista,1,4273.28
Araçoiaba da Serra,Engenheiro De Controle De Qualidade,1,4190.46
Araçatuba,Músico Regente,1,2152.18
Porto Feliz,Tecnólogo Em Radiologia,1,1430
Araçoiaba da Serra,Chefe De Serviço De Transporte Rodoviário (Passageiros E Cargas),1,2934.33
Araçatuba,Gerontólogo,1,2543.15
Araçoiaba da Serra,Monitor De Dependente Químico,1,2608.54
Araçatuba,Tecnólogo Em Gestão Hospitalar,1,2138.89
Araçatuba,Auxiliar De Enfermagem Do Trabalho,1,2859.4
Araçatuba,Engenheiro De Redes De Comunicação,1,2390.77
Araçatuba,Redator De Textos Técnicos,1,2663.26
Araçatuba,Moldador De Borracha Por Compressão,1,2842.53
Araçatuba,Oxicortador A Mão E A  Máquina,1,2365.04
Araçatuba,Decorador De Interiores De Nível Superior,1,2872.97
Araçatuba,Entrevistador Censitário E De Pesquisas Amostrais,1,2416.79
Araçoiaba da Serra,Pintor De Veículos (Fabricação),1,2688.45
Araçatuba,Extrusor De Fios Ou Fibras De Vidro,1,2792.03
Porto Feliz,Professor De Língua Estrangeira Moderna No Ensino Médio,1,1278.33
Araçatuba,Caminhoneiro Autônomo (Rotas Regionais E Internacionais),1,2378.56
Araçoiaba da Serra,Instalador De Linhas Elétricas De Alta E Baixa - Tensão (Rede Aérea E Subterrânea),1,2143.92
Araçoiaba da Serra,Técnico Mecânico,1,2439.49
Araçatuba,Desenhista Industrial De Produto (Designer De Produto),1,1973.41
Araçatuba,Polidor De Pedras,1,2731.96
Araçoiaba da Serra,"Diretor De Produção E Operações Da Indústria De Transformação, Extração Mineral E Utilidades",1,14345.64
Araçoiaba da Serra,Tecnólogo Em Processos Químicos,1,2097.66
Araçatuba,Advogado (Direito Civil),1,13762.79
Araçoiaba da Serra,Operador De Máquina De Etiquetar,1,2769.11
Araçatuba,Operador De Máquinas Operatrizes,1,2497.96
Araçatuba,Mestre Fluvial,1,2351.2
Araçoiaba da Serra,Auxiliar De Banco De Sangue,1,2178.19
Araçoiaba da Serra,Mecânico De Manutenção De Aparelhos Esportivos E De Ginástica,1,1957.32
Araçatuba,Montador De Equipamentos Elétricos (Motores E Dínamos),1,1539.13
Araçoiaba da Serra,Instalador-Reparador De Linhas E Aparelhos De Telecomunicações,1,1837.49
Araçoiaba da Serra,Desenvolvedor Web (Técnico),1,1806.46
Araçatuba,Fonoaudiólogo Em Audiologia,1,1850
Araçatuba,Supervisor De Operações Portuárias,1,2047.78
Araçoiaba da Serra,Operador De Instalação De Ar-Condicionado,1,1808.71
Araçatuba,Operador De Aparelho De Flotação,1,2091.58
Araçatuba,Técnico De Saneamento,1,1983.33
Araçoiaba da Serra,Bilheteiro De Transportes Coletivos,1,1977.44
Araçatuba,Marcador De Produtos (Siderúrgico E Metalúrgico),1,1669.51
Araçoiaba da Serra,Operador De Processos Químicos E Petroquímicos,1,2624.77
Araçoiaba da Serra,Secador De Madeira,1,2059.98
Araçatuba,"Confeccionador De Bolsas, Sacos E Sacolas E Papel, A Máquina",1,1779.94
Araçoiaba da Serra,Operador De Ceifadeira Na Conservação De Vias Permanentes,1,2029.51
Araçoiaba da Serra,Inseminador,1,2058.16
Araçoiaba da Serra,Produtor De Flores De Corte,1,1136.82
Araçatuba,Finalizador De Filmes,1,1299.65
Araçoiaba da Serra,Vistoriador Naval,1,1092.56
Porto Feliz,Professor De Física No Ensino Médio,1,1336.35
Araçatuba,Montador De Filmes,1,1234.68
Araçoiaba da Serra,Operador De Telemarketing Receptivo,1,1503
Araçatuba,Lavador De Roupas,1,1373.99
Araçatuba,Agente De Trânsito,1,1190.14
Araçoiaba da Serra,Técnico Em Manutenção De Máquinas,1,1461.13
Araçatuba,Esteticista De Animais Domésticos,1,1516.78
Araçoiaba da Serra,Trabalhador No Cultivo De Flores Em Vaso,1,1545.1
Araçoiaba da Serra,"Examinador De Cabos, Linhas Elétricas E Telefônicas",1,1318.11
Araçatuba,"Bordador, A  Mão",1,1286.71
Araçatuba,Contramestre De Malharia (Indústria Têxtil),1,1476.26
Araçoiaba da Serra,Trabalhador No Cultivo De Árvores Frutíferas,1,974.92
Araçoiaba da Serra,Condutor Maquinista Motorista Fluvial,1,1491.36
Araçatuba,Mecânico Montador De Motores De Aeronaves,1,2187.17
Araçariguama,Tecnólogo Em Meio Ambiente,1,2959.57
Araçoiaba da Serra,Trabalhador Da Caprinocultura,1,1130.55
Porto Feliz,Supervisor De Perfuração E Desmonte,1,5471.63
Araçatuba,Médico De Família E Comunidade,1,13494.55
Araçatuba,Engenheiro Eletricista De Projetos,1,12526.99
Araçatuba,"Mestre (Indústria De Celulose, Papel E Papelão)",1,23443.97
Americana,Serrador De Madeira (Serra De Fita Múltipla),1,3176.25
Araçoiaba da Serra,Auxiliar De Cartório,1,1006.87
Americana,Técnico Em Programação Visual,1,2530.42
Araçariguama,Supervisor Da Área Florestal,1,2528.02
Americana,Vidraceiro (Vitrais),1,2027.62
Americana,Instalador De Tubulações (Aeronaves),1,2962.97
Macatuba,Controlador De Serviços De Máquinas E Veículos,1,0
Macatuba,Mestre De Caldeiraria,1,8992.27
Araçatuba,Limpador De Piscinas,1,704.23
Macatuba,Gerente De Produção E Operações  Aqüícolas,1,7158.83
Macatuba,Vendedor Pracista,1,6658.2
Macatuba,"Eletrotécnico Na Fabricação, Montagem E Instalação De Máquinas E Equipamentos",1,4609.43
Macatuba,Operador De Guilhotina (Corte De Papel),1,2712.14
Macatuba,Borracheiro,1,2677.75
Macatuba,Engenheiro Civil (Edificações),1,4052
Macatuba,Técnico Em Mecânica De Precisão,1,3491.1
Macatuba,Biomédico,1,3386.17
Macatuba,Carpinteiro,1,2002.1
Macatuba,Supervisor De Logística,1,2700
Macatuba,Operador De Pá Carregadeira,1,2516.14
Macatuba,Moldador De Plástico Por Compressão,1,2382.75
Macatuba,Professor De Educação Física Do Ensino Fundamental,1,1951.92
Macatuba,Motofretista,1,2049.77
Macatuba,Afiador De Ferramentas,1,1569.33
Araçatuba,Produtor De Flores Em Vaso,1,1418.79
Macatuba,Banhista De Animais Domésticos,1,1204.44
Macatuba,Gerente Comercial,1,1592.25
Macatuba,Copeiro,1,1368.9
Araçariguama,Gerente De Hotel,1,2341.08
Macatuba,Procurador Do Município,1,23173.02
Macatuba,Gerente De Projetos E Serviços De Manutenção,1,21664.85
Macatuba,Supervisor De Orçamento,1,9900.1
Boituva,Diretor Financeiro,1,32574.63
Boituva,Zootecnista,1,8186.45
Boituva,Gerente De Segurança Da Informação,1,6062.51
Boituva,Supervisor De Vigilantes,1,5989.16
Boituva,Administrador De Sistemas Operacionais,1,7539.67
Boituva,Analista De Cobrança (Instituições Financeiras),1,5546.47
Boituva,Tecnólogo Em Gestão Administrativo- Financeira,1,5619.25
Boituva,Confeccionador De Pneumáticos,1,3427.09
Boituva,Engenheiro Agrônomo,1,7106.62
Boituva,Operador De Câmera De Televisão,1,7154.05
Boituva,Bibliotecário,1,4871.73
Boituva,Supervisor De Perfuração E Desmonte,1,4952.18
Boituva,Técnico Em Soldagem,1,4706.83
Boituva,Operador De Central De Concreto,1,4382.37
Boituva,Agente De Saúde Pública,1,4362.3
Boituva,Assistente Técnico De Seguros,1,2252.96
Boituva,Calandrista De Borracha,1,2394.69
Boituva,"Técnico Em Materiais, Produtos Cerâmicos E Vidros",1,2497.18
Boituva,Operador De Filtro De Tambor Rotativo (Tratamentos Químicos E Afins),1,2977.99
Boituva,,1,3587.35
Boituva,Preparador De Matrizes De Corte E Vinco,1,3611.39
Araçoiaba da Serra,Tecnólogo Em Meio Ambiente,1,1488.96
Boituva,Sacristão,1,2918.39
Boituva,Professor De Educação Física No Ensino Superior,1,2156.65
Boituva,Conferente De Serviços Bancários,1,2244.61
Boituva,Mecânico De Manutenção De Sistema Hidráulico De Aeronaves (Serviços De Pista E Hangar),1,2323.17
Araçoiaba da Serra,Auxiliar De Enfermagem Do Trabalho,1,1534.44
Boituva,Técnico Em Nutrição E Dietética,1,2149.39
Boituva,Selecionador De Material Reciclável,1,2479.65
Araçoiaba da Serra,Borracheiro,1,1228.63
Boituva,Operador De Processo De Moagem,1,2596
Boituva,Desenhista Técnico (Mobiliário),1,2489.53
Boituva,Montador De Equipamento De Levantamento,1,2336.58
Boituva,Gravador De Vidro A  Jato De Areia,1,2141.93
Boituva,"Operador De Alambique De Funcionamento Contínuo (Produtos Químicos, Exceto Petróleo)",1,4582.44
Boituva,Técnico Florestal,1,3073.01
Boituva,Entrevistador De Pesquisa De Opinião E Mídia,1,2577.15
Boituva,Atendente De Enfermagem,1,1705.94
Boituva,Chefe De Portaria De Hotel,1,1801.15
Boituva,Cortador De Tapeçaria,1,1466.88
Araçoiaba da Serra,Calafetador,1,1376.07
Araçatuba,Ajudante De Carvoaria,1,1099.78
Boituva,Chefe De Bar,1,1692.4
Boituva,Tecnólogo Em Metalurgia,1,1643.26
Boituva,Operador De Retorcedeira,1,1554.57
Boituva,Torneiro Na Usinagem Convencional De Madeira,1,1692.56
Boituva,Operador De Calcinação (Tratamento Químico E Afins),1,1749.59
Boituva,Contramestre De Fiação (Indústria Têxtil),1,1785.46
Boituva,Cuidador Em Saúde,1,1440.83
Boituva,Professor De Física No Ensino Médio,1,1427.03
Araçariguama,Motorista De Ônibus Urbano,1,2301.89
Boituva,Despachante De Trânsito,1,1404.77
Boituva,Professor Instrutor De Ensino E Aprendizagem Em Serviços,1,1429.53
Boituva,Professor De Língua Espanhola,1,825.05
Boituva,Auxiliar De Veterinário,1,804.27
Araçoiaba da Serra,Relações Públicas,1,1300
Boituva,"Supervisor Da Confecção De Artefatos De Tecidos, Couros E Afins",1,1085.82
Americana,Trabalhador Da Pecuária (Bovinos Leite),1,2569.41
Americana,Supervisor  (Indústria De Calçados E Artefatos De Couro),1,2344.9
Boituva,Engenheiro Químico,1,10070.98
Boituva,"Supervisor De Manutenção De Aparelhos Térmicos, De Climatização E De Refrigeração",1,10240.53
Boituva,Técnico De Alimentos,1,1025
Porto Feliz,Operador De Negócios,1,1460.05
Boituva,Diretor Administrativo E Financeiro,1,23611.37
Boituva,Tecnólogo Em Gestão Da Tecnologia Da Informação,1,19793.82
Cabreúva,Mecânico De Manutenção De Empilhadeiras E Outros Veículos De Cargas Leves,1,0
Cabreúva,Mestre De Ferramentaria,1,10118.96
Cabreúva,Perito Contábil,1,7068.71
Cabreúva,Coreógrafo,1,4442.6
Cabreúva,Professor De Matemática Do Ensino Fundamental,1,5490.23
Cabreúva,Técnico Eletricista,1,4515.67
Cabreúva,Desenhista Projetista De Eletricidade,1,4897.38
Cabreúva,Analista De Planejamento De Manutenção,1,4938.7
Araçoiaba da Serra,"Operador De Máquinas De Fabricação De Doces, Salgados E Massas Alimentícias",1,1542.53
Cabreúva,Mecânico De Manutenção De Aparelhos De Levantamento,1,4668.11
Cabreúva,Pesquisador Em Química,1,4044.22
Cabreúva,Arquiteto De Edificações,1,5687.04
Araçatuba,Ferrador De Animais,1,1790.68
Cabreúva,Analista De Sistemas De Automação,1,3999.97
Cabreúva,Condutor De Processos Robotizados De Pintura,1,3612.46
Araçoiaba da Serra,Montador De Equipamentos Eletrônicos,1,1833.23
Cabreúva,Polidor De Metais,1,3952.41
Cabreúva,Diretor De Mídia (Publicidade),1,3381.07
Cabreúva,Operador De Máquina De Cortar E Dobrar Papelão,1,3718.86
Cabreúva,Analista De Planejamento De Materias,1,2134.02
Cabreúva,Gerente De Produção E Operações Da Construção Civil E Obras Públicas,1,2671.63
Araçatuba,Operador De Zincagem (Processo Eletrolítico),1,1874.24
Cabreúva,Encarregado De Corte Na Confecção Do Vestuário,1,2240.49
Cabreúva,Analista De Transporte Em Comércio Exterior,1,2706.31
Cabreúva,Auxiliar De Serviços De Importação E Exportação,1,2092.45
Cabreúva,Forneiro No Recozimento De Vidro,1,2359.09
Cabreúva,"Cartonageiro, A Máquina",1,3002.27
Cabreúva,Bilheteiro No Serviço De Diversões,1,3105.59
Cabreúva,Agente De Viagem,1,1538.84
Cabreúva,Limpador De Piscinas,1,1532.56
Cabreúva,Vendedor  Permissionário,1,1597.33
Cabreúva,Guardador De Veículos,1,1531.56
Cabreúva,Desenhista Técnico (Artes Gráficas),1,1811.48
Araçoiaba da Serra,Desenhista Técnico,1,2112.98
Araçoiaba da Serra,Técnico De Planejamento E Programação Da Manutenção,1,2173.78
Cabreúva,Reparador De Equipamentos De Escritório,1,2009.15
Cabreúva,Encarregado De Costura Na Confecção Do Vestuário,1,1381.01
Araçatuba,Desenhista Projetista De Eletricidade,1,1870.7
Araçatuba,Pintor De Letreiros,1,2278.53
Cabreúva,Criador De Bovinos (Leite),1,1888.5
Cabreúva,Recebedor De Apostas (Loteria),1,1291.8
Cabreúva,Chapeador,1,1764.13
Cabreúva,Montador De Equipamentos Elétricos (Aparelhos Eletrodomésticos),1,1653.44
Cabreúva,Auxiliar De Seguros,1,1389.89
Cabreúva,Promotor De Vendas Especializado,1,1534.75
Cabreúva,Trabalhador Da Pecuária (Eqüinos),1,1312.08
Araçatuba,Classificador De Grãos,1,2034.17
Araçatuba,Prensista De Compensados,1,1737.17
Araçariguama,Professor De Alunos Com Deficiência Auditiva E Surdos,1,2856.42
Araçatuba,Operador De Plaina Desengrossadeira,1,1804.1
Cabreúva,Abatedor,1,1100
Cabreúva,Diretor De Suprimentos,1,52560.36
Araçatuba,Operador De Refrigeração Com Amônia,1,1624.46
Araçariguama,Diretor De Operações De Serviços De Transporte,1,2596.27
Araçatuba,Montador De Máquinas Gráficas,1,1521.69
Cabreúva,Gerente De Operação De Tecnologia Da Informação,1,14314.04
Americana,Enfermeiro Da Estratégia De Saúde Da Família,1,3576.57
Araçatuba,Oficial General Da Aeronáutica,1,1177.68
Araçariguama,Relações Públicas,1,1961.34
Americana,Pesquisador Em Psicologia,1,2650.4
Itapetininga,Músico Intérprete Instrumentista,1,0
Ibiúna,Técnico De Desporto Individual E Coletivo (Exceto Futebol),1,1343.28
Itapetininga,Médico Neurofisiologista Clínico,1,11008.58
Itapeva,Técnico Em Instalação De Equipamentos De Áudio,1,0
Ibiúna,Modelador De Madeira,1,1997.26
Araçatuba,Dirigente Do Serviço Público Federal,1,1645.22
Araçoiaba da Serra,Professor De Geografia No Ensino Médio,1,1932.82
Ibiúna,Serrador De Madeira,1,0
Araçatuba,Professor De Serviço Social Do Ensino Superior,1,2891.73
Itapeva,"Engenheiro Químico (Mineração, Metalurgia, Siderurgia, Cimenteira E Cerâmica)",1,13219.93
Araçatuba,Técnico Em Métodos Eletrográficos Em Encefalografia,1,1680.4
Itapetininga,"Operador De Utilidade (Produção E Distribuição De Vapor, Gás, Óleo, Combustível, Energia, Oxigênio)",1,0
Araçatuba,Oficial Do Registro De Títulos E Documentos,1,2040.5
Itapetininga,Lavador De Artefatos De Tapeçaria,1,1027.8
Itapeva,Podólogo,1,10904.2
Itapeva,Mecânico De Manutenção De Bombas,1,7058.3
Araçatuba,Criador De Bovinos (Corte),1,3232.36
Ibiúna,Psicólogo Do Trabalho,1,9370.3
Itapeva,Técnico De Matéria-Prima E Material,1,6815.02
Itapeva,Diretor De Planejamento Estratégico,1,6554.15
Araçoiaba da Serra,Controlador De Serviços De Máquinas E Veículos,1,2352.13
Araçatuba,Mecânico De Manutenção De Máquinas Têxteis,1,2333.12
